store,date,weekly_sales
12,2010-04-02,1011822.2999999999
12,2010-04-09,1041238.8699999995
12,2010-04-16,957997.5200000003
12,2010-04-23,993833.44
12,2010-04-30,954220.22
12,2010-05-07,1043240.2699999999
12,2010-05-14,966054.9700000001
12,2010-05-21,958374.5599999999
12,2010-05-28,955451.1599999993
12,2010-06-04,1049357.36
12,2010-06-11,1016039.71
12,2010-06-18,956211.1999999998
12,2010-06-25,958007.69
12,2010-07-02,951957.3099999997
12,2010-07-09,943506.2800000001
12,2010-07-16,916402.76
12,2010-07-23,912403.67
12,2010-07-30,913548.2500000002
12,2010-08-06,967576.95
12,2010-08-13,928264.3999999999
12,2010-08-20,948447.3399999997
12,2010-08-27,1004516.46
12,2010-09-03,1075758.55
12,2010-09-10,903119.0300000003
12,2010-09-17,852882.6100000001
12,2010-09-24,851919.3400000001
12,2010-10-01,850936.26
12,2010-10-08,918335.6799999997
12,2010-10-15,862419.8400000002
12,2010-10-22,857883.46
12,2010-10-29,955294.7000000002
12,2010-11-05,929690.7100000001
12,2010-11-12,942475.2400000001
12,2010-11-19,894493.7
12,2010-11-26,1601377.4099999997
12,2010-12-03,1069533.1699999997
12,2010-12-10,1121934.1500000001
12,2010-12-17,1295605.3499999999
12,2010-12-24,1768249.8899999994
12,2010-12-31,891736.91
12,2011-01-07,910110.2399999999
12,2011-01-14,812011.8000000003
12,2011-01-21,802105.5000000001
12,2011-01-28,873119.0600000003
12,2011-02-04,1046068.1700000003
12,2011-02-11,1086421.5699999996
12,2011-02-18,1128485.1000000003
12,2011-02-25,1046203.7199999999
12,2011-03-04,1085248.2099999997
12,2011-03-11,997672.6200000002
12,2011-03-18,1009502.0100000002
12,2011-03-25,954107.3200000001
12,2011-04-01,1005463.4899999999
12,2011-04-08,998362.0499999998
12,2011-04-15,990951.7699999998
12,2011-04-22,1016019.4699999997
12,2011-04-29,994966.1000000002
12,2011-05-06,1021154.4800000002
12,2011-05-13,977033.4999999999
12,2011-05-20,924134.9900000003
12,2011-05-27,964332.5100000001
12,2011-06-03,970328.6799999999
12,2011-06-10,996937.9499999997
12,2011-06-17,986504.9299999999
12,2011-06-24,997282.75
12,2011-07-01,961993.3399999999
12,2011-07-08,943717.38
12,2011-07-15,936001.98
12,2011-07-22,922231.9199999999
12,2011-07-29,890547.0699999998
12,2011-08-05,988712.5199999999
12,2011-08-12,955913.6799999998
12,2011-08-19,966817.2400000001
12,2011-08-26,1017593.4699999996
12,2011-09-02,1052051.45
12,2011-09-09,922850.5699999998
12,2011-09-16,889290.23
12,2011-09-23,871692.7399999996
12,2011-09-30,866401.45
12,2011-10-07,951244.6600000003
12,2011-10-14,927600.01
12,2011-10-21,938604.58
12,2011-10-28,990926.3800000001
12,2011-11-04,1051944.79
12,2011-11-11,1095091.53
12,2011-11-18,970641.3399999999
12,2011-11-25,1591920.4200000002
12,2011-12-02,1071383.0999999999
12,2011-12-09,1189646.4500000007
12,2011-12-16,1293404.1800000004
12,2011-12-23,1617612.0299999993
12,2011-12-30,1111638.07
12,2012-01-06,945823.65
12,2012-01-13,865467.8600000001
12,2012-01-20,855922.6399999999
12,2012-01-27,888203.6900000001
12,2012-02-03,1058767.9500000002
12,2012-02-10,1199330.8499999999
12,2012-02-17,1240048.8499999996
12,2012-02-24,1112034.72
12,2012-03-02,1147636.9600000002
12,2012-03-09,1113208.57
12,2012-03-16,1088498.52
12,2012-03-23,1045419.87
12,2012-03-30,1025382.2199999999
12,2012-04-06,1128765.71
12,2012-04-13,1083811.1900000002
12,2012-04-20,1006486.9599999998
12,2012-04-27,1004252.3800000002
12,2012-05-04,1073433.6900000002
12,2012-05-11,1041995.2200000001
12,2012-05-18,1020486.05
12,2012-05-25,991514.2100000001
12,2012-06-01,981345.2000000001
12,2012-06-08,1086231.4700000002
12,2012-06-15,1019555.5099999998
12,2012-06-22,981386.2499999998
12,2012-06-29,943124.7400000002
12,2012-07-06,1014898.7799999999
12,2012-07-13,960312.7500000001
12,2012-07-20,941550.34
12,2012-07-27,916967.9200000003
12,2012-08-03,958667.2300000001
12,2012-08-10,984689.9
12,2012-08-17,1005003.1200000001
12,2012-08-24,1048101.3900000002
12,2012-08-31,1061943.4900000002
12,2012-09-07,955146.0399999998
12,2012-09-14,885892.3700000001
12,2012-09-21,922735.3700000002
12,2012-09-28,880415.6699999996
12,2012-10-05,979825.92
12,2012-10-12,934917.4700000001
12,2012-10-19,960945.43
12,2012-10-26,974697.5999999997
13,2010-02-05,1967220.5299999996
13,2010-02-12,2030933.4599999995
13,2010-02-19,1970274.64
13,2010-02-26,1817850.32
13,2010-03-05,1939980.4300000004
13,2010-03-12,1840686.9400000002
13,2010-03-19,1879794.89
13,2010-03-26,1882095.9799999995
13,2010-04-02,2142482.1399999997
13,2010-04-09,1898321.3299999998
13,2010-04-16,1819660.4399999997
13,2010-04-23,1909330.7699999993
13,2010-04-30,1785823.3700000003
13,2010-05-07,2005478.4599999995
13,2010-05-14,1890273.4399999995
13,2010-05-21,1853657.6
13,2010-05-28,1877358.86
13,2010-06-04,2022705.22
13,2010-06-11,2037880.9600000002
13,2010-06-18,2003435.31
13,2010-06-25,1970340.2500000002
13,2010-07-02,2018314.7099999997
13,2010-07-09,1870843.9000000001
13,2010-07-16,1932231.0500000007
13,2010-07-23,1907351.1999999995
13,2010-07-30,1817887.23
13,2010-08-06,1969121.4500000002
13,2010-08-13,1877592.5500000003
13,2010-08-20,1997397.6299999992
13,2010-08-27,1908278.2700000003
13,2010-09-03,1911852.5799999998
13,2010-09-10,1772143.9399999995
13,2010-09-17,1790279.74
13,2010-09-24,1705655.09
13,2010-10-01,1765584.4799999993
13,2010-10-08,1871924.0699999998
13,2010-10-15,1851431.06
13,2010-10-22,1796949.5899999999
13,2010-10-29,1887895.07
13,2010-11-05,1854967.6599999997
13,2010-11-12,1939964.6299999997
13,2010-11-19,1925393.9100000006
13,2010-11-26,2766400.0500000003
13,2010-12-03,2083379.8900000004
13,2010-12-10,2461468.3500000006
13,2010-12-17,2771646.81
13,2010-12-24,3595903.2
13,2010-12-31,1675291.9999999995
13,2011-01-07,1744544.3900000001
13,2011-01-14,1682316.3099999996
13,2011-01-21,1770177.37
13,2011-01-28,1633663.1200000006
13,2011-02-04,1848186.5799999996
13,2011-02-11,1944438.8999999994
13,2011-02-18,2003480.5900000003
13,2011-02-25,1831933.9500000002
13,2011-03-04,1894960.68
13,2011-03-11,1852432.5799999996
13,2011-03-18,1852443.7799999998
13,2011-03-25,1807545.4299999997
13,2011-04-01,1864238.6400000008
13,2011-04-08,1887465.0400000003
13,2011-04-15,1950994.0399999993
13,2011-04-22,2124316.34
13,2011-04-29,1895583.12
13,2011-05-06,1986380.3999999994
13,2011-05-13,1958823.5599999998
13,2011-05-20,1860923.5500000003
13,2011-05-27,1866369.93
13,2011-06-03,1935593.8699999996
13,2011-06-10,1997816.98
13,2011-06-17,2086433.4900000007
13,2011-06-24,2009163.0799999998
13,2011-07-01,2048035.74
13,2011-07-08,2021699.3800000004
13,2011-07-15,1956813.3099999998
13,2011-07-22,1987089.3600000003
13,2011-07-29,1880785.6900000002
13,2011-08-05,2076231.8000000003
13,2011-08-12,1970341.3799999994
13,2011-08-19,2090340.9800000002
13,2011-08-26,2035244.5399999996
13,2011-09-02,1953628.8199999998
13,2011-09-09,1872921.31
13,2011-09-16,1923223.8199999996
13,2011-09-23,1847430.9600000002
13,2011-09-30,1835662.6899999995
13,2011-10-07,2067232.560000001
13,2011-10-14,1929659.0700000003
13,2011-10-21,1973544.2700000003
13,2011-10-28,1948733.8100000003
13,2011-11-04,2036317.539999999
13,2011-11-11,2111592.09
13,2011-11-18,2016323.5100000002
13,2011-11-25,2864170.61
13,2011-12-02,2051315.6600000004
13,2011-12-09,2462779.060000001
13,2011-12-16,2760346.7099999995
13,2011-12-23,3556766.03
13,2011-12-30,1969056.9100000006
13,2012-01-06,1865752.7799999998
13,2012-01-13,1794962.6399999997
13,2012-01-20,1811606.21
13,2012-01-27,1733983.0899999996
13,2012-02-03,1927780.7400000005
13,2012-02-10,2069284.5699999998
13,2012-02-17,2214477.0599999996
13,2012-02-24,1929768.03
13,2012-03-02,1969742.7599999998
13,2012-03-09,1986445.6499999994
13,2012-03-16,2025582.62
13,2012-03-23,1904421.74
13,2012-03-30,1948982.6999999997
13,2012-04-06,2271614.76
13,2012-04-13,2057637.8600000003
13,2012-04-20,1955689.1200000003
13,2012-04-27,1970121.6499999997
13,2012-05-04,1995994.5100000002
13,2012-05-11,2080764.1699999992
13,2012-05-18,2131900.55
13,2012-05-25,2043349.41
13,2012-06-01,2035431.3899999997
13,2012-06-08,2182437.9
13,2012-06-15,2152229.11
13,2012-06-22,2094372.9999999995
13,2012-06-29,2037663.7100000004
13,2012-07-06,2184980.350000001
13,2012-07-13,2002750.99
13,2012-07-20,2053089.3199999998
13,2012-07-27,1914430.53
13,2012-08-03,2044148.23
13,2012-08-10,2041019.9200000004
13,2012-08-17,2095769.1800000002
13,2012-08-24,2059458.2500000007
13,2012-08-31,2073855.42
13,2012-09-07,2165796.31
13,2012-09-14,1919917.0299999996
13,2012-09-21,1938379.66
13,2012-09-28,1927664.1100000003
13,2012-10-05,2041918.7400000005
13,2012-10-12,1999079.44
13,2012-10-19,2018010.1500000001
13,2012-10-26,2035189.6600000001
14,2010-02-05,2623469.950000001
14,2010-02-12,1704218.84
14,2010-02-19,2204556.7
14,2010-02-26,2095591.6299999997
14,2010-03-05,2237544.75
14,2010-03-12,2156035.06
14,2010-03-19,2066219.3000000003
14,2010-03-26,2050396.2700000003
14,2010-04-02,2495630.5099999993
14,2010-04-09,2258781.2799999993
14,2010-04-16,2121788.61
14,2010-04-23,2138144.9099999997
14,2010-04-30,2082355.1199999999
14,2010-05-07,2370116.520000001
14,2010-05-14,2129771.1299999994
14,2010-05-21,2108187.0999999996
14,2010-05-28,2227152.16
14,2010-06-04,2363601.4700000007
14,2010-06-11,2249570.0399999996
14,2010-06-18,2248645.5900000003
14,2010-06-25,2246179.9100000006
14,2010-07-02,2334788.4199999995
14,2010-07-09,2236209.1299999994
14,2010-07-16,2130287.27
14,2010-07-23,2044155.39
14,2010-07-30,2054843.28
14,2010-08-06,2219813.5000000005
14,2010-08-13,2052984.8099999994
14,2010-08-20,2057138.3100000005
14,2010-08-27,2020332.0699999996
14,2010-09-03,2182563.6599999997
14,2010-09-10,2191767.76
14,2010-09-17,1953539.8499999999
14,2010-09-24,1879891.1300000004
14,2010-10-01,1855703.6599999995
14,2010-10-08,2091663.2
14,2010-10-15,1932162.6299999994
14,2010-10-22,1936621.0899999999
14,2010-10-29,1984768.3399999994
14,2010-11-05,2078417.4699999997
14,2010-11-12,2092189.06
14,2010-11-19,1968462.5799999994
14,2010-11-26,2921709.709999999
14,2010-12-03,2258489.6300000004
14,2010-12-10,2600519.2599999993
14,2010-12-17,2762861.409999999
14,2010-12-24,3818686.4499999993
14,2010-12-31,1623716.4600000002
14,2011-01-07,1864746.0999999996
14,2011-01-14,1699095.9
14,2011-01-21,1743188.8699999994
14,2011-01-28,1613718.38
14,2011-02-04,1995891.87
14,2011-02-11,1980405.0299999998
14,2011-02-18,2019031.6700000002
14,2011-02-25,1875708.8800000001
14,2011-03-04,2041215.61
14,2011-03-11,1931104.6700000002
14,2011-03-18,1932491.42
14,2011-03-25,1879451.2299999995
14,2011-04-01,1869110.5499999998
14,2011-04-08,2037798.8800000004
14,2011-04-15,1974960.8599999999
14,2011-04-22,2256461.3899999997
14,2011-04-29,1930617.64
14,2011-05-06,2095599.9300000002
14,2011-05-13,2004330.3
14,2011-05-20,1959967.7999999998
14,2011-05-27,2080694.2399999998
14,2011-06-03,2079899.47
14,2011-06-10,2132446.0000000005
14,2011-06-17,2082083.34
14,2011-06-24,2069523.5200000003
14,2011-07-01,2074668.1899999995
14,2011-07-08,2063401.06
14,2011-07-15,1953544.76
14,2011-07-22,1882070.88
14,2011-07-29,1871021.0099999998
14,2011-08-05,2066020.6900000004
14,2011-08-12,1928773.8199999998
14,2011-08-19,1896873.99
14,2011-08-26,2273470.6199999996
14,2011-09-02,1750891.4700000002
14,2011-09-09,2202742.9
14,2011-09-16,1864637.89
14,2011-09-23,1871555.6400000006
14,2011-09-30,1809989.2900000003
14,2011-10-07,2078796.76
14,2011-10-14,1890870.7499999995
14,2011-10-21,2009004.59
14,2011-10-28,2056846.1200000003
14,2011-11-04,2174056.71
14,2011-11-11,2081534.6499999997
14,2011-11-18,1969360.7200000002
14,2011-11-25,2685351.8100000005
14,2011-12-02,2143080.57
14,2011-12-09,2470581.29
14,2011-12-16,2594363.09
14,2011-12-23,3369068.9899999993
14,2011-12-30,1914148.8900000001
14,2012-01-06,1859144.9599999997
14,2012-01-13,1696248.2700000005
14,2012-01-20,1789113.3200000003
14,2012-01-27,1595362.2700000003
14,2012-02-03,1877410.3599999996
14,2012-02-10,2077256.24
14,2012-02-17,2020550.9899999995
14,2012-02-24,1875040.1600000001
14,2012-03-02,1926004.9899999998
14,2012-03-09,2020839.3100000003
14,2012-03-16,1941040.5000000002
14,2012-03-23,1893447.7099999997
14,2012-03-30,1905033.01
14,2012-04-06,2376022.26
14,2012-04-13,1912909.69
14,2012-04-20,1875686.4399999995
14,2012-04-27,1784029.95
14,2012-05-04,1949354.2900000003
14,2012-05-11,1987531.0499999996
14,2012-05-18,1932233.1699999997
14,2012-05-25,2030869.6099999996
14,2012-06-01,2049485.4899999995
14,2012-06-08,2099615.88
14,2012-06-15,1905733.68
14,2012-06-22,1660228.88
14,2012-06-29,1591835.02
14,2012-07-06,1862128.9500000002
14,2012-07-13,1544422.3500000003
14,2012-07-20,1553250.1600000006
14,2012-07-27,1479514.66
14,2012-08-03,1656886.46
14,2012-08-10,1648570.0300000005
14,2012-08-17,1660433.3000000003
14,2012-08-24,1621841.33
14,2012-08-31,1613342.19
14,2012-09-07,1904512.3399999996
14,2012-09-14,1554794.22
14,2012-09-21,1565352.4599999997
14,2012-09-28,1522512.2
14,2012-10-05,1687592.1600000001
14,2012-10-12,1639585.6100000003
14,2012-10-19,1590274.7200000004
14,2012-10-26,1704357.62
15,2010-02-05,652122.4400000001
15,2010-02-12,682447.1000000001
15,2010-02-19,660838.7500000001
15,2010-02-26,564883.2
15,2010-03-05,605325.4299999998
15,2010-03-12,604173.5900000001
15,2010-03-19,593710.6699999997
15,2010-03-26,592111.4900000002
15,2010-04-02,718470.7100000003
15,2010-04-09,634605.7700000001
15,2010-04-16,641208.65
15,2010-04-23,643097.6000000003
15,2010-04-30,570791.11
15,2010-05-07,661348.8800000001
15,2010-05-14,594385.2000000001
15,2010-05-21,616598.1
15,2010-05-28,744772.8800000002
15,2010-06-04,693192.5000000001
15,2010-06-11,619337.29
15,2010-06-18,652329.5299999999
15,2010-06-25,672194.0299999998
15,2010-07-02,709337.1100000001
15,2010-07-09,691497.62
15,2010-07-16,633203.69
15,2010-07-23,598553.43
15,2010-07-30,619224.06
15,2010-08-06,639651.2400000001
15,2010-08-13,622437.08
15,2010-08-20,637090.4400000001
15,2010-08-27,649791.1499999998
15,2010-09-03,638647.2099999998
15,2010-09-10,641965.2000000002
15,2010-09-17,583210.8699999998
15,2010-09-24,548542.4700000001
15,2010-10-01,566945.9499999998
15,2010-10-08,591603.7899999999
15,2010-10-15,577011.2599999999
15,2010-10-22,600395.7299999997
15,2010-10-29,598301.4999999999
15,2010-11-05,612987.64
15,2010-11-12,619639.7399999996
15,2010-11-19,608200.8099999998
15,2010-11-26,1120018.9200000002
15,2010-12-03,754134.95
15,2010-12-10,847294.04
15,2010-12-17,983825.1499999998
15,2010-12-24,1368318.17
15,2010-12-31,543754.1699999999
15,2011-01-07,509640.77
15,2011-01-14,479424.2
15,2011-01-21,487311.02999999997
15,2011-01-28,481119.5999999999
15,2011-02-04,556550.85
15,2011-02-11,582864.3500000002
15,2011-02-18,649993.4999999999
15,2011-02-25,547564.09
15,2011-03-04,573374.4899999999
15,2011-03-11,537035.2800000003
15,2011-03-18,551553.9900000001
15,2011-03-25,527389.2800000001
15,2011-04-01,542556.0500000002
15,2011-04-08,587370.8099999999
15,2011-04-15,607691.3600000002
15,2011-04-22,655318.2600000002
15,2011-04-29,560764.4100000001
15,2011-05-06,630522.6699999999
15,2011-05-13,630482.9099999999
15,2011-05-20,593941.8999999998
15,2011-05-27,636193.2399999999
15,2011-06-03,695396.1900000002
15,2011-06-10,642679.81
15,2011-06-17,639928.8499999997
15,2011-06-24,656594.9500000001
15,2011-07-01,674669.1599999999
15,2011-07-08,635118.4799999999
15,2011-07-15,624114.5600000002
15,2011-07-22,607475.44
15,2011-07-29,577511.0199999999
15,2011-08-05,607961.2099999998
15,2011-08-12,590836.37
15,2011-08-19,599488.9800000001
15,2011-08-26,605413.1699999999
15,2011-09-02,649159.6800000002
15,2011-09-09,607593.5100000001
15,2011-09-16,545052.34
15,2011-09-23,545570.8599999999
15,2011-09-30,521297.30999999976
15,2011-10-07,579068.8799999999
15,2011-10-14,537300.9400000001
15,2011-10-21,603318.89
15,2011-10-28,589842.6899999998
15,2011-11-04,615121.7800000001
15,2011-11-11,618949.8200000001
15,2011-11-18,597856.51
15,2011-11-25,1066478.1
15,2011-12-02,699028.66
15,2011-12-09,764565.5500000002
15,2011-12-16,870415.4899999998
15,2011-12-23,1182691.8699999996
15,2011-12-30,603460.7900000002
15,2012-01-06,516087.6500000002
15,2012-01-13,454183.4200000001
15,2012-01-20,492721.85000000003
15,2012-01-27,466045.62999999983
15,2012-02-03,523831.6400000001
15,2012-02-10,628218.22
15,2012-02-17,598502.83
15,2012-02-24,561137.0599999997
15,2012-03-02,541292.6400000002
15,2012-03-09,545120.6699999999
15,2012-03-16,570611.2300000001
15,2012-03-23,565481.8799999998
15,2012-03-30,557547.2499999999
15,2012-04-06,659950.3600000002
15,2012-04-13,558585.13
15,2012-04-20,534780.5699999997
15,2012-04-27,527402.6199999999
15,2012-05-04,577868.3799999999
15,2012-05-11,579539.95
15,2012-05-18,600050.9800000001
15,2012-05-25,693780.4200000003
15,2012-06-01,663971.26
15,2012-06-08,611390.6699999998
15,2012-06-15,636737.6499999998
15,2012-06-22,687085.5999999999
15,2012-06-29,624099.4799999999
15,2012-07-06,678024.75
15,2012-07-13,591335.5000000003
15,2012-07-20,592369.2199999996
15,2012-07-27,571190.8300000001
15,2012-08-03,590739.6200000001
15,2012-08-10,590453.6299999998
15,2012-08-17,579738.2
15,2012-08-24,606210.7699999998
15,2012-08-31,610185.3199999998
15,2012-09-07,587259.82
15,2012-09-14,527509.76
15,2012-09-21,533161.64
15,2012-09-28,553901.9700000001
15,2012-10-05,573498.64
15,2012-10-12,551799.6300000001
15,2012-10-19,555652.7700000001
15,2012-10-26,558473.6
16,2010-02-05,477409.2999999998
16,2010-02-12,472044.27999999997
16,2010-02-19,469868.7
16,2010-02-26,443242.17
16,2010-03-05,444181.85
16,2010-03-12,445393.74
16,2010-03-19,504307.34999999986
16,2010-03-26,483177.1999999997
16,2010-04-02,490503.69
16,2010-04-09,424083.98999999993
16,2010-04-16,436312.41
16,2010-04-23,370230.93999999994
16,2010-04-30,383550.9299999999
16,2010-05-07,403217.2199999998
16,2010-05-14,401770.89999999997
16,2010-05-21,435300.51000000007
16,2010-05-28,479430.0000000001
16,2010-06-04,516295.81
16,2010-06-11,535587.3099999999
16,2010-06-18,540149.8499999999
16,2010-06-25,546554.9599999998
16,2010-07-02,610641.42
16,2010-07-09,614253.3299999998
16,2010-07-16,586583.69
16,2010-07-23,588344.18
16,2010-07-30,562633.6699999999
16,2010-08-06,586936.4500000002
16,2010-08-13,543757.97
16,2010-08-20,521516.9600000001
16,2010-08-27,581010.5200000004
16,2010-09-03,542087.8899999999
16,2010-09-10,537518.5699999998
16,2010-09-17,522049.52
16,2010-09-24,511330.31999999995
16,2010-10-01,463977.54
16,2010-10-08,442894.19999999995
16,2010-10-15,452169.2799999999
16,2010-10-22,541216.9200000002
16,2010-10-29,495022.51
16,2010-11-05,446905.0199999999
16,2010-11-12,453632.76
16,2010-11-19,458634.6799999999
16,2010-11-26,651837.77
16,2010-12-03,512260.5899999998
16,2010-12-10,570103.6400000001
16,2010-12-17,648652.0099999999
16,2010-12-24,1004730.6899999998
16,2010-12-31,575317.3800000001
16,2011-01-07,573545.96
16,2011-01-14,470365.58999999997
16,2011-01-21,462888.13
16,2011-01-28,448391.99000000017
16,2011-02-04,479263.15
16,2011-02-11,466806.8899999999
16,2011-02-18,491179.79
16,2011-02-25,475201.6399999999
16,2011-03-04,484829.07
16,2011-03-11,457504.3500000001
16,2011-03-18,497373.49
16,2011-03-25,465279.6799999998
16,2011-04-01,459756.11
16,2011-04-08,439276.4999999999
16,2011-04-15,427855.24000000005
16,2011-04-22,368600.0
16,2011-04-29,378100.31000000006
16,2011-05-06,423805.22000000003
16,2011-05-13,410406.9499999998
16,2011-05-20,435397.1900000002
16,2011-05-27,444718.67999999976
16,2011-06-03,531080.3099999999
16,2011-06-10,600952.0600000002
16,2011-06-17,581546.23
16,2011-06-24,569105.03
16,2011-07-01,608737.5599999998
16,2011-07-08,634634.66
16,2011-07-15,586841.77
16,2011-07-22,581758.2199999999
16,2011-07-29,582381.9500000002
16,2011-08-05,592981.33
16,2011-08-12,563884.4699999999
16,2011-08-19,554630.42
16,2011-08-26,557312.0099999998
16,2011-09-02,580805.33
16,2011-09-09,574622.5599999999
16,2011-09-16,539081.0899999999
16,2011-09-23,504856.97000000015
16,2011-09-30,450075.31
16,2011-10-07,482926.92999999993
16,2011-10-14,498241.05999999994
16,2011-10-21,560104.1599999999
16,2011-10-28,505918.2099999999
16,2011-11-04,511059.95
16,2011-11-11,513181.31
16,2011-11-18,480353.6400000001
16,2011-11-25,712422.4000000003
16,2011-12-02,530492.8400000001
16,2011-12-09,574798.8600000001
16,2011-12-16,679481.8999999999
16,2011-12-23,950691.9600000001
16,2011-12-30,665861.0599999998
16,2012-01-06,564538.07
16,2012-01-13,508520.08999999997
16,2012-01-20,474389.7499999999
16,2012-01-27,453979.19
16,2012-02-03,475905.1000000001
16,2012-02-10,473766.97
16,2012-02-17,494069.49
16,2012-02-24,495720.3
16,2012-03-02,464189.09000000014
16,2012-03-09,495951.66000000003
16,2012-03-16,520850.71
16,2012-03-23,493503.88999999996
16,2012-03-30,485095.41
16,2012-04-06,502662.07000000024
16,2012-04-13,450756.71
16,2012-04-20,436221.26000000007
16,2012-04-27,398445.1500000001
16,2012-05-04,426959.62000000017
16,2012-05-11,479855.00000000006
16,2012-05-18,493506.4700000002
16,2012-05-25,518045.0899999999
16,2012-06-01,532311.9299999998
16,2012-06-08,603618.8900000002
16,2012-06-15,570045.7899999999
16,2012-06-22,581745.7199999999
16,2012-06-29,570162.2799999999
16,2012-07-06,641763.5299999999
16,2012-07-13,569005.06
16,2012-07-20,565297.54
16,2012-07-27,539337.87
16,2012-08-03,584000.71
16,2012-08-10,554036.8400000001
16,2012-08-17,521896.6
16,2012-08-24,551152.1499999999
16,2012-08-31,551837.31
16,2012-09-07,537138.58
16,2012-09-14,526525.1599999999
16,2012-09-21,509942.55999999994
16,2012-09-28,469607.73
16,2012-10-05,471281.6800000001
16,2012-10-12,491817.1899999997
16,2012-10-19,577198.97
16,2012-10-26,475770.14
17,2010-02-05,789036.02
17,2010-02-12,841951.9099999999
17,2010-02-19,800713.9999999998
17,2010-02-26,749549.55
17,2010-03-05,783300.0500000002
17,2010-03-12,763961.82
17,2010-03-19,752034.5199999998
17,2010-03-26,793097.64
17,2010-04-02,848521.1699999998
17,2010-04-09,770228.0200000001
17,2010-04-16,757738.7600000001
17,2010-04-23,977790.8299999998
17,2010-04-30,807798.7300000002
17,2010-05-07,843848.6500000001
17,2010-05-14,813756.0899999999
17,2010-05-21,826626.5
17,2010-05-28,872817.6199999998
17,2010-06-04,876902.8700000002
17,2010-06-11,845252.2099999996
17,2010-06-18,877996.2699999999
17,2010-06-25,893995.4399999998
17,2010-07-02,958875.37
17,2010-07-09,836915.9199999998
17,2010-07-16,876591.41
17,2010-07-23,893504.8700000001
17,2010-07-30,833517.1900000002
17,2010-08-06,795301.1699999998
17,2010-08-13,759995.18
17,2010-08-20,783929.7
17,2010-08-27,802583.8900000001
17,2010-09-03,834373.7300000001
17,2010-09-10,1200888.2799999998
17,2010-09-17,871264.2499999999
17,2010-09-24,852876.2899999998
17,2010-10-01,829207.2699999999
17,2010-10-08,827738.0600000002
17,2010-10-15,838297.3200000001
17,2010-10-22,815093.7599999999
17,2010-10-29,861941.2499999999
17,2010-11-05,818434.4900000002
17,2010-11-12,855459.9599999995
17,2010-11-19,782252.5700000001
17,2010-11-26,1005448.7600000002
17,2010-12-03,926573.8099999998
17,2010-12-10,962475.5499999999
17,2010-12-17,1049372.3800000001
17,2010-12-24,1309226.7899999998
17,2010-12-31,635862.55
17,2011-01-07,1083071.1399999994
17,2011-01-14,758510.3600000001
17,2011-01-21,755804.37
17,2011-01-28,736335.69
17,2011-02-04,816603.0500000002
17,2011-02-11,813211.46
17,2011-02-18,860962.9099999999
17,2011-02-25,767256.5299999998
17,2011-03-04,816138.3300000001
17,2011-03-11,779602.3600000002
17,2011-03-18,778436.8100000002
17,2011-03-25,781267.7600000002
17,2011-04-01,795859.2300000002
17,2011-04-08,811855.7200000001
17,2011-04-15,825283.4300000005
17,2011-04-22,1060770.1099999999
17,2011-04-29,806979.15
17,2011-05-06,882132.2800000003
17,2011-05-13,870625.4900000002
17,2011-05-20,844443.3499999999
17,2011-05-27,892056.6399999995
17,2011-06-03,895020.48
17,2011-06-10,881190.4600000001
17,2011-06-17,894686.6699999997
17,2011-06-24,920719.9800000001
17,2011-07-01,940554.3399999997
17,2011-07-08,915064.2200000002
17,2011-07-15,902727.7600000001
17,2011-07-22,899044.34
17,2011-07-29,861894.7700000001
17,2011-08-05,866184.9200000003
17,2011-08-12,800819.7900000002
17,2011-08-19,797523.0400000002
17,2011-08-26,837390.7899999998
17,2011-09-02,847380.0699999997
17,2011-09-09,1161900.1800000002
17,2011-09-16,1051116.9500000002
17,2011-09-23,895535.3100000002
17,2011-09-30,868191.0500000003
17,2011-10-07,918006.8999999999
17,2011-10-14,884042.6300000001
17,2011-10-21,877380.2200000001
17,2011-10-28,936508.4300000002
17,2011-11-04,927657.6299999999
17,2011-11-11,914759.1999999997
17,2011-11-18,877724.3099999999
17,2011-11-25,1225700.2799999998
17,2011-12-02,945267.6800000004
17,2011-12-09,976522.93
17,2011-12-16,1067754.0599999996
17,2011-12-23,1289156.9000000001
17,2011-12-30,777207.3
17,2012-01-06,1198104.2200000004
17,2012-01-13,873576.9599999996
17,2012-01-20,809272.6499999998
17,2012-01-27,769522.3299999998
17,2012-02-03,864852.85
17,2012-02-10,880165.7000000002
17,2012-02-17,927084.6500000003
17,2012-02-24,843864.4299999997
17,2012-03-02,856178.4700000002
17,2012-03-09,860224.9800000001
17,2012-03-16,853136.4600000001
17,2012-03-23,851762.2799999999
17,2012-03-30,872469.0299999997
17,2012-04-06,986922.6199999999
17,2012-04-13,877055.3199999997
17,2012-04-20,1119979.98
17,2012-04-27,925916.6500000003
17,2012-05-04,930121.1399999997
17,2012-05-11,944100.3000000002
17,2012-05-18,968816.3300000002
17,2012-05-25,984881.5900000002
17,2012-06-01,938914.2799999999
17,2012-06-08,987990.2400000002
17,2012-06-15,964169.6700000002
17,2012-06-22,981210.5700000003
17,2012-06-29,982322.2399999999
17,2012-07-06,1046782.5199999998
17,2012-07-13,960746.0399999997
17,2012-07-20,944698.7
17,2012-07-27,907493.2400000003
17,2012-08-03,877813.3300000001
17,2012-08-10,849074.0399999999
17,2012-08-17,844928.1699999999
17,2012-08-24,924299.7799999998
17,2012-08-31,865924.1999999997
17,2012-09-07,1255633.2899999998
17,2012-09-14,1071040.22
